,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
6388,Denmark,From 25 to 54 years,Thousand persons,Females,Active population,934.0,2011-01-01
6389,Denmark,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),869.0,2011-01-01
6390,Denmark,From 25 to 54 years,Percentage of total population,Total,Active population,88.2,2011-01-01
6391,Denmark,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),82.3,2011-01-01
6392,Denmark,From 25 to 54 years,Percentage of total population,Males,Active population,91.5,2011-01-01
6393,Denmark,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),85.7,2011-01-01
6394,Denmark,From 25 to 54 years,Percentage of total population,Females,Active population,84.7,2011-01-01
6395,Denmark,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),78.9,2011-01-01
6396,Denmark,From 55 to 64 years,Thousand persons,Total,Active population,446.0,2011-01-01
6397,Denmark,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),421.0,2011-01-01
6398,Denmark,From 55 to 64 years,Thousand persons,Males,Active population,240.0,2011-01-01
6399,Denmark,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),225.0,2011-01-01
6400,Denmark,From 55 to 64 years,Thousand persons,Females,Active population,206.0,2011-01-01
6401,Denmark,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),196.0,2011-01-01
6402,Denmark,From 55 to 64 years,Percentage of total population,Total,Active population,63.2,2011-01-01
6403,Denmark,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),59.5,2011-01-01
6404,Denmark,From 55 to 64 years,Percentage of total population,Males,Active population,68.3,2011-01-01
6405,Denmark,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),63.8,2011-01-01
6406,Denmark,From 55 to 64 years,Percentage of total population,Females,Active population,58.0,2011-01-01
6407,Denmark,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),55.3,2011-01-01
6408,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Total,Active population,4563.0,2011-01-01
6409,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),4174.0,2011-01-01
6410,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Males,Active population,2429.0,2011-01-01
6411,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),2206.0,2011-01-01
6412,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Females,Active population,2134.0,2011-01-01
6413,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),1968.0,2011-01-01
6414,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Total,Active population,52.4,2011-01-01
6415,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),47.9,2011-01-01
6416,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Males,Active population,54.8,2011-01-01
6417,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),49.7,2011-01-01
6418,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Females,Active population,50.0,2011-01-01
6419,Germany (until 1990 former territory of the FRG),From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),46.1,2011-01-01
6420,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Total,Active population,29419.0,2011-01-01
6421,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),27831.0,2011-01-01
6422,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Males,Active population,15700.0,2011-01-01
6423,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),14822.0,2011-01-01
6424,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Females,Active population,13719.0,2011-01-01
6425,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),13009.0,2011-01-01
6426,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Total,Active population,87.7,2011-01-01
6427,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),83.0,2011-01-01
6428,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Males,Active population,93.2,2011-01-01
6429,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),88.0,2011-01-01
6430,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Females,Active population,82.1,2011-01-01
6431,Germany (until 1990 former territory of the FRG),From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),77.9,2011-01-01
6432,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Total,Active population,6455.0,2011-01-01
6433,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),6041.0,2011-01-01
6434,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Males,Active population,3540.0,2011-01-01
6435,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),3310.0,2011-01-01
6436,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Females,Active population,2916.0,2011-01-01
6437,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),2732.0,2011-01-01
6438,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Total,Active population,64.1,2011-01-01
6439,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),60.0,2011-01-01
6440,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Males,Active population,71.8,2011-01-01
6441,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),67.1,2011-01-01
6442,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Females,Active population,56.8,2011-01-01
6443,Germany (until 1990 former territory of the FRG),From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),53.2,2011-01-01
6444,Estonia,From 15 to 24 years,Thousand persons,Total,Active population,68.0,2011-01-01
6445,Estonia,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),53.0,2011-01-01
6446,Estonia,From 15 to 24 years,Thousand persons,Males,Active population,38.0,2011-01-01
6447,Estonia,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),29.0,2011-01-01
6448,Estonia,From 15 to 24 years,Thousand persons,Females,Active population,30.0,2011-01-01
6449,Estonia,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),24.0,2011-01-01
6450,Estonia,From 15 to 24 years,Percentage of total population,Total,Active population,40.0,2011-01-01
6451,Estonia,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),31.1,2011-01-01
6452,Estonia,From 15 to 24 years,Percentage of total population,Males,Active population,43.4,2011-01-01
6453,Estonia,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),33.1,2011-01-01
6454,Estonia,From 15 to 24 years,Percentage of total population,Females,Active population,36.5,2011-01-01
6455,Estonia,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),29.0,2011-01-01
6456,Estonia,From 25 to 54 years,Thousand persons,Total,Active population,488.0,2011-01-01
6457,Estonia,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),432.0,2011-01-01
6458,Estonia,From 25 to 54 years,Thousand persons,Males,Active population,253.0,2011-01-01
6459,Estonia,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),224.0,2011-01-01
6460,Estonia,From 25 to 54 years,Thousand persons,Females,Active population,235.0,2011-01-01
6461,Estonia,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),208.0,2011-01-01
6462,Estonia,From 25 to 54 years,Percentage of total population,Total,Active population,88.4,2011-01-01
6463,Estonia,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),78.2,2011-01-01
6464,Estonia,From 25 to 54 years,Percentage of total population,Males,Active population,92.1,2011-01-01
6465,Estonia,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),81.6,2011-01-01
6466,Estonia,From 25 to 54 years,Percentage of total population,Females,Active population,84.7,2011-01-01
6467,Estonia,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),75.0,2011-01-01
6468,Estonia,From 55 to 64 years,Thousand persons,Total,Active population,109.0,2011-01-01
6469,Estonia,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),96.0,2011-01-01
6470,Estonia,From 55 to 64 years,Thousand persons,Males,Active population,49.0,2011-01-01
6471,Estonia,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),42.0,2011-01-01
6472,Estonia,From 55 to 64 years,Thousand persons,Females,Active population,60.0,2011-01-01
